0,2,21782,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,18014498562107850,0,0,
0,3,36027,9,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,18014498562107850,0,0,
0,4,4868,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,18014498562107850,0,0,
0,5,31893,19,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,18014498562107850,0,0,
0,6,39871,35,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,18014498562107850,0,0,
0,7,41654,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,18014498562107850,0,0,
0,8,31896,98,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,18014498562107850,0,0,
0,9,36112,66,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,18014498562107850,0,0,
0,10,36110,34,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,18014498562107850,0,0,
0,11,39728,114,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,18014498562107850,0,0,
0,12,39872,89,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,18014498562107850,0,0,
0,13,25197,1,0,30000,0,24,0,0,0,0,6,0,0,0,0,0,0,0,1,13,18014498562107850,0,0,
0,14,21800,38,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,18014498562107850,0,0,
0,15,39727,95,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,18014498562107850,0,0,
0,16,40313,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,18014498562107850,0,0,
0,17,40321,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,18014498562107850,0,0,
0,18,23043,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,18014498562107850,0,0,
0,19,36025,18,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,18014498562107850,0,0,
0,20,23168,99,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,18014498562107850,0,0,
0,21,40319,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,18014498562107850,0,0,
0,22,39875,81,0,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,18014498562107850,0,0,
0,23,23175,3,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,18014498562107850,0,0,
0,24,13585,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18014498562107850,0,0,
0,25,18591,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,18014498562107850,0,0,
0,26,39884,9,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,18014498562107850,0,0,
0,27,41053,14,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,18014498562107850,0,0,
0,28,10155,903,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,18014498562107850,0,0,
